Location,县区,目标月份,省,市,县,观测点,经度,纬度,记录人,时间起,时间止,Species,IOC_14.1,English,旧学名,Order,Family,number,报告ID,dist_km
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,鸣凤谷(尖峰岭国家森林公园天池景区内),108.85052,18.74708,ZXCbird,2024-01-21 07:30,2024-01-21 11:00,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Erpornis zantholeuca,PASSERIFORMES,Vireonidae,1,402f63c5-18bd-42d3-a151-5708c1cc1b76,0.048
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,鸣凤谷(尖峰岭国家森林公园天池景区内),108.85052,18.74708,Lancelot,2024-01-21 07:30,2024-01-21 11:00,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Erpornis zantholeuca,PASSERIFORMES,Vireonidae,1,26c6bf4a-e738-4b75-8a28-31b5063fc2c7,0.048
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,鸣凤谷(尖峰岭国家森林公园天池景区内),108.85052,18.74708,Lancelot,2024-01-21 07:30,2024-01-21 11:00,红头咬鹃,Harpactes erythrocephalus,Red-headed Trogon,Harpactes erythrocephalus,TROGONIFORMES,Trogonidae,1,26c6bf4a-e738-4b75-8a28-31b5063fc2c7,0.048
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,鸣凤谷(尖峰岭国家森林公园天池景区内),108.85052,18.74708,ZXCbird,2024-01-21 07:30,2024-01-21 11:00,蛇雕,Spilornis cheela,Crested Serpent Eagle,Spilornis cheela,ACCIPITRIFORMES,Accipitridae,1,402f63c5-18bd-42d3-a151-5708c1cc1b76,0.048
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,鸣凤谷(尖峰岭国家森林公园天池景区内),108.85052,18.74708,Lancelot,2024-01-21 07:30,2024-01-21 11:00,蛇雕,Spilornis cheela,Crested Serpent Eagle,Spilornis cheela,ACCIPITRIFORMES,Accipitridae,1,26c6bf4a-e738-4b75-8a28-31b5063fc2c7,0.048
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,鸣凤谷(尖峰岭国家森林公园天池景区内),108.85052,18.74708,Lancelot,2024-01-21 07:30,2024-01-21 11:00,褐耳鹰,Accipiter badius,Shikra,Accipiter badius,ACCIPITRIFORMES,Accipitridae,1,26c6bf4a-e738-4b75-8a28-31b5063fc2c7,0.048
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,鸣凤谷(尖峰岭国家森林公园天池景区内),108.85052,18.74708,ZXCbird,2024-01-21 07:30,2024-01-21 11:00,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Pericrocotus speciosus,PASSERIFORMES,Campephagidae,1,402f63c5-18bd-42d3-a151-5708c1cc1b76,0.048
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,鸣凤谷(尖峰岭国家森林公园天池景区内),108.85052,18.74708,Lancelot,2024-01-21 07:30,2024-01-21 11:00,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Pericrocotus speciosus,PASSERIFORMES,Campephagidae,1,26c6bf4a-e738-4b75-8a28-31b5063fc2c7,0.048
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,鸣凤谷(尖峰岭国家森林公园天池景区内),108.85052,18.74708,ZXCbird,2024-01-21 07:30,2024-01-21 11:00,黑眉拟啄木鸟,Psilopogon faber,Chinese Barbet,Psilopogon faber,PICIFORMES,Megalaimidae,1,402f63c5-18bd-42d3-a151-5708c1cc1b76,0.048
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,鸣凤谷(尖峰岭国家森林公园天池景区内),108.85052,18.74708,Lancelot,2024-01-21 07:30,2024-01-21 11:00,黑眉拟啄木鸟,Psilopogon faber,Chinese Barbet,Psilopogon faber,PICIFORMES,Megalaimidae,1,26c6bf4a-e738-4b75-8a28-31b5063fc2c7,0.048
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,大盘尾,Dicrurus paradiseus,Greater Racket-tailed Drongo,Dicrurus paradiseus,PASSERIFORMES,Dicruridae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Hemixos castanonotus,PASSERIFORMES,Pycnonotidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,海南孔雀雉,Polyplectron katsumatae,Hainan Peacock-Pheasant,Polyplectron katsumatae,GALLIFORMES,Phasianidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,海南山鹧鸪,Arborophila ardens,Hainan Partridge,Arborophila ardens,GALLIFORMES,Phasianidae,2,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,海南柳莺,Phylloscopus hainanus,Hainan Leaf Warbler,Phylloscopus hainanus,PASSERIFORMES,Phylloscopidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,白喉冠鹎,Alophoixus pallidus,Puff-throated Bulbul,Alophoixus pallidus,PASSERIFORMES,Pycnonotidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,白头鹎,Pycnonotus sinensis,Light-vented Bulbul,Pycnonotus sinensis,PASSERIFORMES,Pycnonotidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Erpornis zantholeuca,PASSERIFORMES,Vireonidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,红头咬鹃,Harpactes erythrocephalus,Red-headed Trogon,Harpactes erythrocephalus,TROGONIFORMES,Trogonidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,绿翅短脚鹎,Ixos mcclellandii,Mountain Bulbul,Ixos mcclellandii,PASSERIFORMES,Pycnonotidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,银胸丝冠鸟,Serilophus lunatus,Silver-breasted Broadbill,Serilophus lunatus,PASSERIFORMES,Eurylaimidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,鹊鸲,Copsychus saularis,Oriental Magpie-Robin,Copsychus saularis,PASSERIFORMES,Muscicapidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,Terrance,2024-01-21 08:00,2024-01-21 09:00,黄冠啄木鸟,Picus chlorolophus,Lesser Yellownape,Picus chlorolophus,PICIFORMES,Picidae,1,f7a21c82-79f5-4585-846c-dd0e277f84c4,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,ouruofeng,2024-01-22 09:00,2024-01-22 10:00,北灰鹟,Muscicapa dauurica,Asian Brown Flycatcher,Muscicapa dauurica,PASSERIFORMES,Muscicapidae,1,7af796bb-f9f9-4c96-9d8e-85f5e825de4d,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,ouruofeng,2024-01-22 09:00,2024-01-22 10:00,古铜色卷尾,Dicrurus aeneus,Bronzed Drongo,Dicrurus aeneus,PASSERIFORMES,Dicruridae,1,7af796bb-f9f9-4c96-9d8e-85f5e825de4d,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,ouruofeng,2024-01-22 09:00,2024-01-22 10:00,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,PASSERIFORMES,Timaliidae,1,7af796bb-f9f9-4c96-9d8e-85f5e825de4d,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,ouruofeng,2024-01-22 09:00,2024-01-22 10:00,海南孔雀雉,Polyplectron katsumatae,Hainan Peacock-Pheasant,Polyplectron katsumatae,GALLIFORMES,Phasianidae,1,7af796bb-f9f9-4c96-9d8e-85f5e825de4d,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,ouruofeng,2024-01-22 09:00,2024-01-22 10:00,海南山鹧鸪,Arborophila ardens,Hainan Partridge,Arborophila ardens,GALLIFORMES,Phasianidae,1,7af796bb-f9f9-4c96-9d8e-85f5e825de4d,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,ouruofeng,2024-01-22 09:00,2024-01-22 10:00,海南蓝仙鹟,Cyornis hainanus,Hainan Blue Flycatcher,Cyornis hainanus,PASSERIFORMES,Muscicapidae,1,7af796bb-f9f9-4c96-9d8e-85f5e825de4d,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,ouruofeng,2024-01-22 09:00,2024-01-22 10:00,灰卷尾,Dicrurus leucophaeus,Ashy Drongo,Dicrurus leucophaeus,PASSERIFORMES,Dicruridae,1,7af796bb-f9f9-4c96-9d8e-85f5e825de4d,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,ouruofeng,2024-01-22 09:00,2024-01-22 10:00,红尾歌鸲,Larvivora sibilans,Rufous-tailed Robin,Larvivora sibilans,PASSERIFORMES,Muscicapidae,1,7af796bb-f9f9-4c96-9d8e-85f5e825de4d,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,ouruofeng,2024-01-22 09:00,2024-01-22 10:00,黑眉拟啄木鸟,Psilopogon faber,Chinese Barbet,Psilopogon faber,PICIFORMES,Megalaimidae,1,7af796bb-f9f9-4c96-9d8e-85f5e825de4d,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,冕雀,Melanochlora sultanea,Sultan Tit,Melanochlora sultanea,PASSERIFORMES,Paridae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,冕雀,Melanochlora sultanea,Sultan Tit,Melanochlora sultanea,PASSERIFORMES,Paridae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,凤头鹰,Accipiter trivirgatus,Crested Goshawk,Accipiter trivirgatus,ACCIPITRIFORMES,Accipitridae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,凤头鹰,Accipiter trivirgatus,Crested Goshawk,Accipiter trivirgatus,ACCIPITRIFORMES,Accipitridae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,北灰鹟,Muscicapa dauurica,Asian Brown Flycatcher,Muscicapa dauurica,PASSERIFORMES,Muscicapidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,北灰鹟,Muscicapa dauurica,Asian Brown Flycatcher,Muscicapa dauurica,PASSERIFORMES,Muscicapidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,厚嘴绿鸠,Treron curvirostra,Thick-billed Green Pigeon,Treron curvirostra,COLUMBIFORMES,Columbidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,厚嘴绿鸠,Treron curvirostra,Thick-billed Green Pigeon,Treron curvirostra,COLUMBIFORMES,Columbidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Aethopyga christinae,PASSERIFORMES,Nectariniidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Aethopyga christinae,PASSERIFORMES,Nectariniidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,古铜色卷尾,Dicrurus aeneus,Bronzed Drongo,Dicrurus aeneus,PASSERIFORMES,Dicruridae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,古铜色卷尾,Dicrurus aeneus,Bronzed Drongo,Dicrurus aeneus,PASSERIFORMES,Dicruridae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,塔尾树鹊,Temnurus temnurus,Ratchet-tailed Treepie,Temnurus temnurus,PASSERIFORMES,Corvidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,塔尾树鹊,Temnurus temnurus,Ratchet-tailed Treepie,Temnurus temnurus,PASSERIFORMES,Corvidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,大盘尾,Dicrurus paradiseus,Greater Racket-tailed Drongo,Dicrurus paradiseus,PASSERIFORMES,Dicruridae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,大盘尾,Dicrurus paradiseus,Greater Racket-tailed Drongo,Dicrurus paradiseus,PASSERIFORMES,Dicruridae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,大黄冠啄木鸟,Chrysophlegma flavinucha,Greater Yellownape,Chrysophlegma flavinucha,PICIFORMES,Picidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,大黄冠啄木鸟,Chrysophlegma flavinucha,Greater Yellownape,Chrysophlegma flavinucha,PICIFORMES,Picidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,家燕,Hirundo rustica,Barn Swallow,Hirundo rustica,PASSERIFORMES,Hirundinidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,家燕,Hirundo rustica,Barn Swallow,Hirundo rustica,PASSERIFORMES,Hirundinidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,小䴙䴘,Tachybaptus ruficollis,Little Grebe,Tachybaptus ruficollis,PODICIPEDIFORMES,Podicipedidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,小䴙䴘,Tachybaptus ruficollis,Little Grebe,Tachybaptus ruficollis,PODICIPEDIFORMES,Podicipedidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,小白腰雨燕,Apus nipalensis,House Swift,Apus nipalensis,APODIFORMES,Apodidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,小白腰雨燕,Apus nipalensis,House Swift,Apus nipalensis,APODIFORMES,Apodidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,小黑领噪鹛,Garrulax monileger,Lesser Necklaced Laughingthrush,Garrulax monileger,PASSERIFORMES,Leiothrichidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,小黑领噪鹛,Garrulax monileger,Lesser Necklaced Laughingthrush,Garrulax monileger,PASSERIFORMES,Leiothrichidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,山皇鸠,Ducula badia,Mountain Imperial Pigeon,Ducula badia,COLUMBIFORMES,Columbidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,山皇鸠,Ducula badia,Mountain Imperial Pigeon,Ducula badia,COLUMBIFORMES,Columbidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,斑颈穗鹛,Stachyris strialata,Spot-necked Babbler,Stachyris strialata,PASSERIFORMES,Timaliidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,斑颈穗鹛,Stachyris strialata,Spot-necked Babbler,Stachyris strialata,PASSERIFORMES,Timaliidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,方尾鹟,Culicicapa ceylonensis,Grey-headed Canary-flycatcher,Culicicapa ceylonensis,PASSERIFORMES,Stenostiridae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,星头啄木鸟,Yungipicus canicapillus,Grey-capped Pygmy Woodpecker,Picoides canicapillus,PICIFORMES,Picidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,星头啄木鸟,Yungipicus canicapillus,Grey-capped Pygmy Woodpecker,Picoides canicapillus,PICIFORMES,Picidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,暗灰鹃鵙,Lalage melaschistos,Black-winged Cuckooshrike,Lalage melaschistos,PASSERIFORMES,Campephagidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,暗灰鹃鵙,Lalage melaschistos,Black-winged Cuckooshrike,Lalage melaschistos,PASSERIFORMES,Campephagidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Hemixos castanonotus,PASSERIFORMES,Pycnonotidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Hemixos castanonotus,PASSERIFORMES,Pycnonotidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,栗颊噪鹛,Garrulax castanotis,Rufous-cheeked Laughingthrush,Garrulax castanotis,PASSERIFORMES,Leiothrichidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,栗颊噪鹛,Garrulax castanotis,Rufous-cheeked Laughingthrush,Garrulax castanotis,PASSERIFORMES,Leiothrichidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,鸾凤和鸣,2024-01-23 08:12,2024-01-23 19:00,棕背伯劳,Lanius schach,Long-tailed Shrike,Lanius schach,PASSERIFORMES,Laniidae,1,e34a6eee-d55f-4f47-8814-2099eb127648,0.041
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(尖峰镇),108.85674,18.74921,Lisiqi-bird,2024-01-23 08:12,2024-01-23 19:00,棕背伯劳,Lanius schach,Long-tailed Shrike,Lanius schach,PASSERIFORMES,Laniidae,1,d3f10839-a9f7-46f5-8234-5ef5ea0d781d,0.041
